PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"18560563","UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (GNE) binds to alpha-actinin 1: novel pathways in skeletal muscle?","Amsili S, Zer H, Hinderlich S, Krause S, Becker-Cohen M, MacArthur DG, North KN, Mitrani-Rosenbaum S.","PLoS One. 2008 Jun 18;3(6):e2477. doi: 10.1371/journal.pone.0002477.","Amsili S","PLoS One","2008","2008/06/19","PMC2423482","","10.1371/journal.pone.0002477"
"12811782","Novel missense mutation and large deletion of GNE gene in autosomal-recessive inclusion-body myopathy","Del Bo R, Baron P, Prelle A, Serafini M, Moggio M, Fonzo AD, Castagni M, Bresolin N, Comi GP.","Muscle Nerve. 2003 Jul;28(1):113-7. doi: 10.1002/mus.10391.","Del Bo R","Muscle Nerve","2003","2003/06/18","","","10.1002/mus.10391"
"26053703","Muscle biopsy and UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase gene mutation analysis in two Chinese patients with distal myopathy with rimmed vacuoles","Liu N, Wang ZK, Wang HX, Li Y, Niu ZH, Yu XF.","Neuroreport. 2015 Jul 8;26(10):598-601. doi: 10.1097/WNR.0000000000000396.","Liu N","Neuroreport","2015","2015/06/09","","","10.1097/WNR.0000000000000396"
"24048908","Mutation analysis of a large cohort of GNE myopathy reveals a diverse array of GNE mutations affecting sialic acid biosynthesis","Ohno K.","J Neurol Neurosurg Psychiatry. 2014 Aug;85(8):831. doi: 10.1136/jnnp-2013-306414. Epub 2013 Sep 18.","Ohno K","J Neurol Neurosurg Psychiatry","2014","2013/09/20","","","10.1136/jnnp-2013-306414"
"25257349","GNE myopathy associated with congenital thrombocytopenia: a report of two siblings","Izumi R, Niihori T, Suzuki N, Sasahara Y, Rikiishi T, Nishiyama A, Nishiyama S, Endo K, Kato M, Warita H, Konno H, Takahashi T, Tateyama M, Nagashima T, Funayama R, Nakayama K, Kure S, Matsubara Y, Aoki Y, Aoki M.","Neuromuscul Disord. 2014 Dec;24(12):1068-72. doi: 10.1016/j.nmd.2014.07.008. Epub 2014 Aug 8.","Izumi R","Neuromuscul Disord","2014","2014/09/27","","","10.1016/j.nmd.2014.07.008"
"17105195","Biochemical characterization of UDP-GlcNAc/Glc 4-epimerase from Escherichia coli O86:B7","Guo H, Li L, Wang PG.","Biochemistry. 2006 Nov 21;45(46):13760-8. doi: 10.1021/bi0612770.","Guo H","Biochemistry","2006","2006/11/16","","","10.1021/bi0612770"
"32917266","Pregnancy in GNE myopathy patients: a nationwide repository survey in Japan","Yoshioka W, Miyasaka N, Okubo R, Shimizu R, Takahashi Y, Oda Y, Nishino I, Nakamura H, Mori-Yoshimura M.","Orphanet J Rare Dis. 2020 Sep 11;15(1):245. doi: 10.1186/s13023-020-01487-5.","Yoshioka W","Orphanet J Rare Dis","2020","2020/09/12","PMC7488253","","10.1186/s13023-020-01487-5"
"20548120","[Animal model of distal myopathy with rimmed vacuoles/hereditary inclusion body myopathy and preclinical trial with sugar compounds]","Noguchi S, Malicdan MC, Nishino I.","Brain Nerve. 2010 Jun;62(6):601-7.","Noguchi S","Brain Nerve","2010","2010/06/16","","",""
"16116644","Late-onset distal myopathy with rimmed vacuoles without mutation in the GNE or dysferlin genes","Suzuki N, Aoki M, Mizuno H, Onodera Y, Takahashi T, Nagata T, Tateyama M, Itoyama Y.","Muscle Nerve. 2005 Dec;32(6):812-4. doi: 10.1002/mus.20417.","Suzuki N","Muscle Nerve","2005","2005/08/24","","","10.1002/mus.20417"
"32505938","Distal myopathy and thrombocytopenia due to a novel GNE mutation","Paul P, Liewluck T.","J Neurol Sci. 2020 Aug 15;415:116954. doi: 10.1016/j.jns.2020.116954. Epub 2020 May 31.","Paul P","J Neurol Sci","2020","2020/06/08","","","10.1016/j.jns.2020.116954"
"14561743","Lec3 Chinese hamster ovary mutants lack UDP-N-acetylglucosamine 2-epimerase activity because of mutations in the epimerase domain of the Gne gene","Hong Y, Stanley P.","J Biol Chem. 2003 Dec 26;278(52):53045-54. doi: 10.1074/jbc.M309967200. Epub 2003 Oct 15.","Hong Y","J Biol Chem","2003","2003/10/17","","","10.1074/jbc.M309967200"
"22106710","Hereditary inclusion-body myopathy with sparing of the quadriceps: the many tiles of an incomplete puzzle","Broccolini A, Gidaro T, Morosetti R, Sancricca C, Mirabella M.","Acta Myol. 2011 Oct;30(2):91-5.","Broccolini A","Acta Myol","2011","2011/11/24","PMC3235839","",""
"32664106","The level of GNE and its relationship with behavioral phenotypes in children with autism spectrum disorder","Yang X, Li H, Ge J, Chao H, Li G, Zhou Z, Liu J.","Medicine (Baltimore). 2020 Jul 10;99(28):e21013. doi: 10.1097/MD.0000000000021013.","Yang X","Medicine (Baltimore)","2020","2020/07/16","PMC7360203","","10.1097/MD.0000000000021013"
"25709382","GNE myopathy: a personal trip from bedside observation to therapeutic trials","Argov Z.","Acta Myol. 2014 Oct;33(2):107-10.","Argov Z","Acta Myol","2014","2015/02/25","PMC4299163","",""
"19596068","Hereditary inclusion body myopathy: a decade of progress","Huizing M, Krasnewich DM.","Biochim Biophys Acta. 2009 Sep;1792(9):881-7. doi: 10.1016/j.bbadis.2009.07.001. Epub 2009 Jul 24.","Huizing M","Biochim Biophys Acta","2009","2009/07/15","PMC2748147","NIHMS143179","10.1016/j.bbadis.2009.07.001"
"25182749","Atypical presentation of GNE myopathy with asymmetric hand weakness","de Dios JK, Shrader JA, Joe GO, McClean JC, Williams K, Evers R, Malicdan MC, Ciccone C, Mankodi A, Huizing M, McKew JC, Bluemke DA, Gahl WA, Carrillo-Carrasco N.","Neuromuscul Disord. 2014 Dec;24(12):1063-7. doi: 10.1016/j.nmd.2014.07.006. Epub 2014 Aug 7.","de Dios JK","Neuromuscul Disord","2014","2014/09/04","PMC4259851","NIHMS619802","10.1016/j.nmd.2014.07.006"
"26329152","[Sialic Acid Replacement Therapy for Distal Myopathy with Rimmed Vacuoles]","Mori-Yoshimura M, Nishino I.","Brain Nerve. 2015 Sep;67(9):1115-23. doi: 10.11477/mf.1416200269.","Mori-Yoshimura M","Brain Nerve","2015","2015/09/03","","","10.11477/mf.1416200269"
"32736841","The glycomic sialylation profile of GNE Myopathy muscle cells does not point to consistent hyposialylation of individual glycoconjugates","Sela I, Goss V, Becker-Cohen M, Dell A, Haslam SM, Mitrani-Rosenbaum S.","Neuromuscul Disord. 2020 Aug;30(8):621-630. doi: 10.1016/j.nmd.2020.05.008. Epub 2020 Jun 4.","Sela I","Neuromuscul Disord","2020","2020/08/02","","","10.1016/j.nmd.2020.05.008"
"28352694","Inclusion body myositis - pathomechanism and lessons from genetics","Murnyák B, Bodoki L, Vincze M, Griger Z, Csonka T, Szepesi R, Kurucz A, Dankó K, Hortobágyi T.","Open Med (Wars). 2015 Feb 26;10(1):188-193. doi: 10.1515/med-2015-0030. eCollection 2015.","Murnyák B","Open Med (Wars)","2015","2017/03/30","PMC5152972","","10.1515/med-2015-0030"
"32350996","Multifaceted role of glycosylation in transfusion medicine, platelets, and red blood cells","Lee-Sundlov MM, Stowell SR, Hoffmeister KM.","J Thromb Haemost. 2020 Jul;18(7):1535-1547. doi: 10.1111/jth.14874. Epub 2020 May 28.","Lee-Sundlov MM","J Thromb Haemost","2020","2020/05/01","PMC7336546","NIHMS1599404","10.1111/jth.14874"
"15509570","A single bifunctional UDP-GlcNAc/Glc 4-epimerase supports the synthesis of three cell surface glycoconjugates in Campylobacter jejuni","Bernatchez S, Szymanski CM, Ishiyama N, Li J, Jarrell HC, Lau PC, Berghuis AM, Young NM, Wakarchuk WW.","J Biol Chem. 2005 Feb 11;280(6):4792-802. doi: 10.1074/jbc.M407767200. Epub 2004 Oct 27.","Bernatchez S","J Biol Chem","2005","2004/10/29","","","10.1074/jbc.M407767200"
"28351515","The expression of sialyltransferases is regulated by the bioavailability and biosynthesis of sialic acids","Bork K, Weidemann W, Berneck B, Kuchta M, Bennmann D, Thate A, Huber O, Gnanapragassam VS, Horstkorte R.","Gene Expr Patterns. 2017 Jan;23-24:52-58. doi: 10.1016/j.gep.2017.03.003. Epub 2017 Mar 27.","Bork K","Gene Expr Patterns","2017","2017/03/30","","","10.1016/j.gep.2017.03.003"
"20440751","Hereditary inclusion body myopathy: single patient response to GNE gene Lipoplex therapy","Nemunaitis G, Maples PB, Jay C, Gahl WA, Huizing M, Poling J, Tong AW, Phadke AP, Pappen BO, Bedell C, Templeton NS, Kuhn J, Senzer N, Nemunaitis J.","J Gene Med. 2010 May;12(5):403-12. doi: 10.1002/jgm.1450.","Nemunaitis G","J Gene Med","2010","2010/05/05","","","10.1002/jgm.1450"
"20175955","Clinical features, lectin staining, and a novel GNE frameshift mutation in hereditary inclusion body myopathy","Voermans NC, Guillard M, Doedée R, Lammens M, Huizing M, Padberg GW, Wevers RA, van Engelen BG, Lefeber DJ.","Clin Neuropathol. 2010 Mar-Apr;29(2):71-7.","Voermans NC","Clin Neuropathol","2010","2010/02/24","PMC3500779","NIHMS420253",""
"22883483","Limb-girdle phenotype is frequent in patients with myopathy associated with GNE mutations","Park YE, Kim HS, Choi ES, Shin JH, Kim SY, Son EH, Lee CH, Kim DS.","J Neurol Sci. 2012 Oct 15;321(1-2):77-81. doi: 10.1016/j.jns.2012.07.061. Epub 2012 Aug 9.","Park YE","J Neurol Sci","2012","2012/08/14","","","10.1016/j.jns.2012.07.061"
"27919547","Granuloma formation in a patient with GNE myopathy: A case report","Nakamura K, Hamaguchi T, Sakai K, Noto D, Ono K, Hayashi Y, Nishino I, Yamada M.","Neuromuscul Disord. 2017 Feb;27(2):183-184. doi: 10.1016/j.nmd.2016.11.007. Epub 2016 Nov 18.","Nakamura K","Neuromuscul Disord","2017","2016/12/07","","","10.1016/j.nmd.2016.11.007"
"17471014","Autophagy in a mouse model of distal myopathy with rimmed vacuoles or hereditary inclusion body myopathy","Malicdan MC, Noguchi S, Nishino I.","Autophagy. 2007 Jul-Aug;3(4):396-8. doi: 10.4161/auto.4270. Epub 2007 Jul 12.","Malicdan MC","Autophagy","2007","2007/05/02","","","10.4161/auto.4270"
"21868336","[GNE gene mutation analysis in 5 patients with distal myopathy with rimmed vacuoles]","Lu XH, Pu CQ, Shi Q, Luo WJ, Li K.","Nan Fang Yi Ke Da Xue Xue Bao. 2011 Aug;31(8):1421-4.","Lu XH","Nan Fang Yi Ke Da Xue Xue Bao","2011","2011/08/27","","",""
"30401567","Abdominal muscle weakness as a presenting symptom in GNE myopathy","Barel O, Kogan E, Sadeh M, Kol N, Nayschool O, Benninger F.","J Clin Neurosci. 2019 Jan;59:316-317. doi: 10.1016/j.jocn.2018.10.122. Epub 2018 Nov 3.","Barel O","J Clin Neurosci","2019","2018/11/08","","","10.1016/j.jocn.2018.10.122"
"33031330","A case report: identification of a novel exon 1 deletion mutation in the GNE gene in a Chinese patient with GNE myopathy","Miao J, Wei XJ, Wang X, Yin X, Yu XF.","Medicine (Baltimore). 2020 Oct 9;99(41):e22663. doi: 10.1097/MD.0000000000022663.","Miao J","Medicine (Baltimore)","2020","2020/10/08","PMC7544422","","10.1097/MD.0000000000022663"
"25729363","Insights into muscle degeneration from heritable inclusion body myopathies","Krause S.","Front Aging Neurosci. 2015 Feb 12;7:13. doi: 10.3389/fnagi.2015.00013. eCollection 2015.","Krause S","Front Aging Neurosci","2015","2015/03/03","PMC4325924","","10.3389/fnagi.2015.00013"
"21708040","Molecular diagnosis of hereditary inclusion body myopathy by linkage analysis and identification of a novel splice site mutation in GNE","Boyden SE, Duncan AR, Estrella EA, Lidov HG, Mahoney LJ, Katz JS, Kunkel LM, Kang PB.","BMC Med Genet. 2011 Jun 28;12:87. doi: 10.1186/1471-2350-12-87.","Boyden SE","BMC Med Genet","2011","2011/06/29","PMC3141630","","10.1186/1471-2350-12-87"
"25978849","Activation of the Unfolded Protein Response in Sporadic Inclusion-Body Myositis but Not in Hereditary GNE Inclusion-Body Myopathy","Nogalska A, D'Agostino C, Engel WK, Cacciottolo M, Asada S, Mori K, Askanas V.","J Neuropathol Exp Neurol. 2015 Jun;74(6):538-46. doi: 10.1097/NEN.0000000000000196.","Nogalska A","J Neuropathol Exp Neurol","2015","2015/05/16","PMC4506930","NIHMS675690","10.1097/NEN.0000000000000196"
"21307865","Clinical and molecular genetic analysis in Chinese patients with distal myopathy with rimmed vacuoles","Li H, Chen Q, Liu F, Zhang X, Liu T, Li W, Liu S, Zhao Y, Wen B, Dai T, Lin P, Gong Y, Yan C.","J Hum Genet. 2011 Apr;56(4):335-8. doi: 10.1038/jhg.2011.15. Epub 2011 Feb 10.","Li H","J Hum Genet","2011","2011/02/11","","","10.1038/jhg.2011.15"
"30198236","GNE Myopathy with Prominent Axial Muscle Involvement","Park JM, Shin JH, Park JS.","J Clin Neurol. 2018 Oct;14(4):580-582. doi: 10.3988/jcn.2018.14.4.580. Epub 2018 Sep 6.","Park JM","J Clin Neurol","2018","2018/09/11","PMC6172496","","10.3988/jcn.2018.14.4.580"
"12497639","Mutations spectrum of GNE in hereditary inclusion body myopathy sparing the quadriceps","Eisenberg I, Grabov-Nardini G, Hochner H, Korner M, Sadeh M, Bertorini T, Bushby K, Castellan C, Felice K, Mendell J, Merlini L, Shilling C, Wirguin I, Argov Z, Mitrani-Rosenbaum S.","Hum Mutat. 2003 Jan;21(1):99. doi: 10.1002/humu.9100.","Eisenberg I","Hum Mutat","2003","2002/12/24","","","10.1002/humu.9100"
"26161358","Novel Mutation of the GNE Gene Presenting Atypical Mild Clinical Feature: A Korean Case Report","Choi YA, Park SH, Yi Y, Kim K.","Ann Rehabil Med. 2015 Jun;39(3):494-7. doi: 10.5535/arm.2015.39.3.494. Epub 2015 Jun 30.","Choi YA","Ann Rehabil Med","2015","2015/07/11","PMC4496523","","10.5535/arm.2015.39.3.494"
"14733963","A Japanese patient with distal myopathy with rimmed vacuoles: missense mutations in the epimerase domain of the UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (GNE) gene accompanied by hyposialylation of skeletal muscle glycoproteins","Saito F, Tomimitsu H, Arai K, Nakai S, Kanda T, Shimizu T, Mizusawa H, Matsumura K.","Neuromuscul Disord. 2004 Feb;14(2):158-61. doi: 10.1016/j.nmd.2003.09.006.","Saito F","Neuromuscul Disord","2004","2004/01/22","","","10.1016/j.nmd.2003.09.006"
"19019317","The hereditary inclusion body myopathy enigma and its future therapy","Argov Z, Mitrani-Rosenbaum S.","Neurotherapeutics. 2008 Oct;5(4):633-7. doi: 10.1016/j.nurt.2008.07.004.","Argov Z","Neurotherapeutics","2008","2008/11/21","PMC4514692","","10.1016/j.nurt.2008.07.004"
"20054407","Hereditary Inclusion Body Myopathy (HIBM2)","Jay CM, Levonyak N, Nemunaitis G, Maples PB, Nemunaitis J.","Gene Regul Syst Bio. 2009 Oct 21;3:181-90. doi: 10.4137/grsb.s2594.","Jay CM","Gene Regul Syst Bio","2009","2010/01/08","PMC2796972","","10.4137/grsb.s2594"
"12450772","Magnesium may help patients with recessive hereditary inclusion body myopathy, a pathological review","Darvish D.","Med Hypotheses. 2003 Jan;60(1):94-101. doi: 10.1016/s0306-9877(02)00339-0.","Darvish D","Med Hypotheses","2003","2002/11/27","","","10.1016/s0306-9877(02)00339-0"
"16369010","The UDP N-acetylgalactosamine 4-epimerase gene is essential for mesophilic Aeromonas hydrophila serotype O34 virulence","Canals R, Jiménez N, Vilches S, Regué M, Merino S, Tomás JM.","Infect Immun. 2006 Jan;74(1):537-48. doi: 10.1128/IAI.74.1.537-548.2006.","Canals R","Infect Immun","2006","2005/12/22","PMC1346635","","10.1128/IAI.74.1.537-548.2006"
"18628337","Muscle weakness correlates with muscle atrophy and precedes the development of inclusion body or rimmed vacuoles in the mouse model of DMRV/hIBM","Malicdan MC, Noguchi S, Hayashi YK, Nishino I.","Physiol Genomics. 2008 Sep 17;35(1):106-15. doi: 10.1152/physiolgenomics.90219.2008. Epub 2008 Jul 15.","Malicdan MC","Physiol Genomics","2008","2008/07/17","","","10.1152/physiolgenomics.90219.2008"
"24349002","Sialylation and muscle performance: sialic acid is a marker of muscle ageing","Hanisch F, Weidemann W, Großmann M, Joshi PR, Holzhausen HJ, Stoltenburg G, Weis J, Zierz S, Horstkorte R.","PLoS One. 2013 Dec 11;8(12):e80520. doi: 10.1371/journal.pone.0080520. eCollection 2013.","Hanisch F","PLoS One","2013","2013/12/19","PMC3859654","","10.1371/journal.pone.0080520"
"30393571","A recombinant conjugated pneumococcal vaccine that protects against murine infections with a similar efficacy to Prevnar-13","Reglinski M, Ercoli G, Plumptre C, Kay E, Petersen FC, Paton JC, Wren BW, Brown JS.","NPJ Vaccines. 2018 Oct 31;3:53. doi: 10.1038/s41541-018-0090-4. eCollection 2018.","Reglinski M","NPJ Vaccines","2018","2018/11/06","PMC6208403","","10.1038/s41541-018-0090-4"
"12325084","A novel mutation in the GNE gene and a linkage disequilibrium in Japanese pedigrees","Arai A, Tanaka K, Ikeuchi T, Igarashi S, Kobayashi H, Asaka T, Date H, Saito M, Tanaka H, Kawasaki S, Uyama E, Mizusawa H, Fukuhara N, Tsuji S.","Ann Neurol. 2002 Oct;52(4):516-9. doi: 10.1002/ana.10341.","Arai A","Ann Neurol","2002","2002/09/27","","","10.1002/ana.10341"
"19841673","Crystal structure of the N-acetylmannosamine kinase domain of GNE","Tong Y, Tempel W, Nedyalkova L, Mackenzie F, Park HW.","PLoS One. 2009 Oct 20;4(10):e7165. doi: 10.1371/journal.pone.0007165.","Tong Y","PLoS One","2009","2009/10/21","PMC2742894","","10.1371/journal.pone.0007165"
"14597172","The Bacillus subtilis Gne (GneA, GalE) protein can catalyse UDP-glucose as well as UDP-N-acetylglucosamine 4-epimerisation","Soldo B, Scotti C, Karamata D, Lazarevic V.","Gene. 2003 Nov 13;319:65-9. doi: 10.1016/s0378-1119(03)00793-5.","Soldo B","Gene","2003","2003/11/05","","","10.1016/s0378-1119(03)00793-5"
"17235685","Reduced sialylation status in UDP-N-acetylglucosamine-2-epimerase/N-acetylmannosamine kinase (GNE)-deficient mice","Gagiannis D, Orthmann A, Danssmann I, Schwarzkopf M, Weidemann W, Horstkorte R.","Glycoconj J. 2007 Apr;24(2-3):125-30. doi: 10.1007/s10719-006-9019-7. Epub 2007 Jan 19.","Gagiannis D","Glycoconj J","2007","2007/01/20","","","10.1007/s10719-006-9019-7"
"20059379","Novel GNE mutations in hereditary inclusion body myopathy patients of non-Middle Eastern descent","Saechao C, Valles-Ayoub Y, Esfandiarifard S, Haghighatgoo A, No D, Shook S, Mendell JR, Rosales-Quintero X, Felice KJ, Morel CF, Pietruska M, Darvish D.","Genet Test Mol Biomarkers. 2010 Apr;14(2):157-62. doi: 10.1089/gtmb.2009.0157.","Saechao C","Genet Test Mol Biomarkers","2010","2010/01/12","","","10.1089/gtmb.2009.0157"
"16372135","Mutation analysis of the GNE gene in Korean patients with distal myopathy with rimmed vacuoles","Kim BJ, Ki CS, Kim JW, Sung DH, Choi YC, Kim SH.","J Hum Genet. 2006;51(2):137-140. doi: 10.1007/s10038-005-0338-5. Epub 2005 Dec 22.","Kim BJ","J Hum Genet","2006","2005/12/24","","","10.1007/s10038-005-0338-5"
"31985472","Upregulation of Hallmark Muscle Genes Protects GneM743T/M743T Mutated Knock-In Mice From Kidney and Muscle Phenotype","Benyamini H, Kling Y, Yakovlev L, Becker Cohen M, Nevo Y, Elgavish S, Harazi A, Argov Z, Sela I, Mitrani-Rosenbaum S.","J Neuromuscul Dis. 2020;7(2):119-136. doi: 10.3233/JND-190461.","Benyamini H","J Neuromuscul Dis","2020","2020/01/28","PMC7175939","","10.3233/JND-190461"
"20383336","Ganglioside GM3 levels are altered in a mouse model of HIBM: GM3 as a cellular marker of the disease","Paccalet T, Coulombe Z, Tremblay JP.","PLoS One. 2010 Apr 7;5(4):e10055. doi: 10.1371/journal.pone.0010055.","Paccalet T","PLoS One","2010","2010/04/13","PMC2850932","","10.1371/journal.pone.0010055"
"29139388","[GNE myopathy: proven failure of sialic acid supplementation… what's next?]","Marion S, Béhin A, Attarian S.","Med Sci (Paris). 2017 Nov;33 Hors série n°1:55-56. doi: 10.1051/medsci/201733s111. Epub 2017 Nov 15.","Marion S","Med Sci (Paris)","2017","2017/11/16","","","10.1051/medsci/201733s111"
"20616614","Induction of GNE in myofibers after muscle injury","Nakamura K, Tsukamoto Y, Hijiya N, Higuchi Y, Yano S, Yokoyama S, Kumamoto T, Moriyama M.","Pathobiology. 2010;77(4):191-9. doi: 10.1159/000292652. Epub 2010 Jul 7.","Nakamura K","Pathobiology","2010","2010/07/10","","","10.1159/000292652"
"19797319","Lessons from GNE-deficient embryonic stem cells: sialic acid biosynthesis is involved in proliferation and gene expression","Weidemann W, Klukas C, Klein A, Simm A, Schreiber F, Horstkorte R.","Glycobiology. 2010 Jan;20(1):107-17. doi: 10.1093/glycob/cwp153. Epub 2009 Sep 30.","Weidemann W","Glycobiology","2010","2009/10/03","","","10.1093/glycob/cwp153"
"29406958","Discordant manifestations in Italian brothers with GNE myopathy","Dotti MT, Malandrini A, Lornage X, Mignarri A, Cantisani TA, Bohm J, Laporte J, Malfatti E.","J Neurol Sci. 2018 Mar 15;386:1-3. doi: 10.1016/j.jns.2018.01.002. Epub 2018 Jan 5.","Dotti MT","J Neurol Sci","2018","2018/02/07","","","10.1016/j.jns.2018.01.002"
"27854209","Aceneuramic Acid Extended Release Administration Maintains Upper Limb Muscle Strength in a 48-week Study of Subjects with GNE Myopathy: Results from a Phase 2, Randomized, Controlled Study","Argov Z, Caraco Y, Lau H, Pestronk A, Shieh PB, Skrinar A, Koutsoukos T, Ahmed R, Martinisi J, Kakkis E.","J Neuromuscul Dis. 2016 Mar 3;3(1):49-66. doi: 10.3233/JND-159900.","Argov Z","J Neuromuscul Dis","2016","2016/11/18","PMC5271423","","10.3233/JND-159900"
"17718674","Hereditary inclusion body myopathy with a novel mutation in the GNE gene associated with proximal leg weakness and necrotizing myopathy","Motozaki Y, Komai K, Hirohata M, Asaka T, Ono K, Yamada M.","Eur J Neurol. 2007 Sep;14(9):e14-5. doi: 10.1111/j.1468-1331.2007.01905.x.","Motozaki Y","Eur J Neurol","2007","2007/08/28","","","10.1111/j.1468-1331.2007.01905.x"
"16503651","Influence of UDP-GlcNAc 2-epimerase/ManNAc kinase mutant proteins on hereditary inclusion body myopathy","Penner J, Mantey LR, Elgavish S, Ghaderi D, Cirak S, Berger M, Krause S, Lucka L, Voit T, Mitrani-Rosenbaum S, Hinderlich S.","Biochemistry. 2006 Mar 7;45(9):2968-77. doi: 10.1021/bi0522504.","Penner J","Biochemistry","2006","2006/03/01","","","10.1021/bi0522504"
"23782825","[An advanced case of myopathy and dementia with a new mutation in the valosin-containing protein gene]","Kamiyama T, Sengoku R, Sasaki M, Hayashi Y, Nishino I, Mochio S, Iguchi Y.","Rinsho Shinkeigaku. 2013;53(6):465-9. doi: 10.5692/clinicalneurol.53.465.","Kamiyama T","Rinsho Shinkeigaku","2013","2013/06/21","","","10.5692/clinicalneurol.53.465"
"17172013","[Molecular characterization of O-antigen gene cluster of Escherichia coli O23 reference strain and identification of UDP-N-acetylglucosamine 4-epimerase]","Cheng JS, Wang W, Wang Q, Gao CX, Wang L.","Wei Sheng Wu Xue Bao. 2006 Oct;46(5):702-8.","Cheng JS","Wei Sheng Wu Xue Bao","2006","2006/12/19","","",""
"21910480","Identification, tissue distribution, and molecular modeling of novel human isoforms of the key enzyme in sialic acid synthesis, UDP-GlcNAc 2-epimerase/ManNAc kinase","Yardeni T, Choekyi T, Jacobs K, Ciccone C, Patzel K, Anikster Y, Gahl WA, Kurochkina N, Huizing M.","Biochemistry. 2011 Oct 18;50(41):8914-25. doi: 10.1021/bi201050u. Epub 2011 Sep 19.","Yardeni T","Biochemistry","2011","2011/09/14","PMC3192532","NIHMS326171","10.1021/bi201050u"
"25519964","[Infrastructure for the clinical research of muscular dystrophies: remudy and MDCTN]","Kimura E, Nakamura H, Mitsuhashi S, Takeuchi F, Mori-Yoshimura M, Shimizu R, Komaki H, Hayashi YK, Nishino I, Kawai M, Takeda S.","Rinsho Shinkeigaku. 2014;54(12):1069-70. doi: 10.5692/clinicalneurol.54.1069.","Kimura E","Rinsho Shinkeigaku","2014","2014/12/19","","","10.5692/clinicalneurol.54.1069"
"20346669","Novel missense mutation p.A310P in the GNE gene in autosomal-recessive hereditary inclusion-body myopathy/distal myopathy with rimmed vacuoles in an Italian family","Stober A, Aleo A, Kuhl V, Bornemann A, Walter MC, Lochmüller H, Lindner A, Krause S.","Neuromuscul Disord. 2010 May;20(5):335-6. doi: 10.1016/j.nmd.2010.02.013. Epub 2010 Mar 25.","Stober A","Neuromuscul Disord","2010","2010/03/30","","","10.1016/j.nmd.2010.02.013"
"28284578","GNE myopathy in a Chinese male with a novel homozygous mutation","Rui B, Chuanqiang P, Huifang W, Huaxu L, Qiang S, Miaomiao W, Haiwen S.","J Clin Neurosci. 2017 May;39:68-72. doi: 10.1016/j.jocn.2016.12.041. Epub 2017 Mar 9.","Rui B","J Clin Neurosci","2017","2017/03/13","","","10.1016/j.jocn.2016.12.041"
"17549255","Mutation in the key enzyme of sialic acid biosynthesis causes severe glomerular proteinuria and is rescued by N-acetylmannosamine","Galeano B, Klootwijk R, Manoli I, Sun M, Ciccone C, Darvish D, Starost MF, Zerfas PM, Hoffmann VJ, Hoogstraten-Miller S, Krasnewich DM, Gahl WA, Huizing M.","J Clin Invest. 2007 Jun;117(6):1585-94. doi: 10.1172/JCI30954.","Galeano B","J Clin Invest","2007","2007/06/06","PMC1878529","","10.1172/JCI30954"
"28256728","Genetic Characterization of a French Cohort of GNE-mutation negative inclusion body myopathy patients with exome sequencing","Cerino M, Gorokhova S, Laforet P, Ben Yaou R, Salort-Campana E, Pouget J, Attarian S, Eymard B, Deleuze JF, Boland A, Behin A, Stojkovic T, Bonne G, Levy N, Bartoli M, Krahn M.","Muscle Nerve. 2017 Nov;56(5):993-997. doi: 10.1002/mus.25638. Epub 2017 Apr 7.","Cerino M","Muscle Nerve","2017","2017/03/04","","","10.1002/mus.25638"
"29086072","GNE missense mutation in recessive familial amyotrophic lateral sclerosis","Köroğlu Ç, Yılmaz R, Sorgun MH, Solakoğlu S, Şener Ö.","Neurogenetics. 2017 Dec;18(4):237-243. doi: 10.1007/s10048-017-0527-3. Epub 2017 Oct 31.","Köroğlu Ç","Neurogenetics","2017","2017/11/01","","","10.1007/s10048-017-0527-3"
"22402719","[Sialic Acid supplementation therapy for distal myopathy with rimmed vacuoles]","Nishino I, Noguchi S.","Brain Nerve. 2012 Mar;64(3):255-61.","Nishino I","Brain Nerve","2012","2012/03/10","","",""
"28320138","A report on GNE myopathy: Individuals of Rajasthan ancestry share the Roma gene","Khadilkar SV, Nallamilli BRR, Bhutada A, Hegde M, Gandhi K, Faldu HD, Patil SB.","J Neurol Sci. 2017 Apr 15;375:239-240. doi: 10.1016/j.jns.2017.02.005. Epub 2017 Feb 3.","Khadilkar SV","J Neurol Sci","2017","2017/03/22","","","10.1016/j.jns.2017.02.005"
"27363342","Discovery of pathogenic variants in a large Korean cohort of inherited muscular disorders","Park HJ, Jang H, Kim JH, Lee JH, Shin HY, Kim SM, Park KD, Yim SV, Lee JH, Choi YC.","Clin Genet. 2017 Mar;91(3):403-410. doi: 10.1111/cge.12826. Epub 2016 Jul 29.","Park HJ","Clin Genet","2017","2016/07/02","","","10.1111/cge.12826"
"16110955","[Sequence of Escherichia coli O138 O-antigen gene cluster and gne identification by bioinformatics]","Kong QK, Cheng JS, Zhao G, Wang L, Guo HJ.","Wei Sheng Wu Xue Bao. 2004 Dec;44(6):756-60.","Kong QK","Wei Sheng Wu Xue Bao","2004","2005/08/23","","",""
